project_id;project_name;description;category;cost;district;votes;district_number;rank;year
68;Green running-walking-cycling trail from Ołtaszyn to the center (with modifications);"Justification
I propose several modifications (mainly cost-reducing) to this project so that it is feasible and fits within the planned budget:
1. The route passes through several districts (originally 3) and for this reason, I classify this project as city-wide with a higher budget.
2. Shortening the route - running from the renovated Parafialna Street through Orawska and Spiska to Skowroni Park. Only if further financing is obtained or larger funds are utilized, do I propose extending it through Spiska Street to the Aquapark or further.
3. Replacing the asphalt surface with a smooth, compacted gravel surface. This change:
a) lowers costs
b) is healthier and more comfortable for runners and equivalent for cyclists
c) allows car drivers access to allotment gardens while simultaneously reducing the speed of access compared to an asphalt road, thereby improving the safety of pedestrians, runners, and cyclists.
d) maintains the recreational character of the path in terms of physical activity for pedestrians, runners, and cyclists without turning it into an asphalt, congested access road and a shortcut and alternative route for cars for the congested Grota-Roweckiego Street.";walking/cycling infrastructure;750000;Krzyki;1705;2.0;23;2017
608;Sporty Amber;"Justification
In executing the project for the construction of a multifunctional sports field from WBO 2014, we noticed an increase in the sporting potential among the residents of this area; there is hardly an hour when the field built in 2015 is free. Therefore, we decided to expand the sports facilities for the residents of this area by applying for:
a) the construction of a multifunctional field with lines for playing handball, two basketball courts, and a volleyball court at the intersection of Jantarowa and Zaporoska streets on the current premises of LO VIII. The field should have a polyurethane surface and be surrounded by ball catchers.
b) the replacement of the fence along the current Liceum nr VIII and Gimnazjum nr 30, which will become one institution in the future, along with the placement of gates in locations where residents already cross the fence, facilitating entry for all residents.
c) along the inner part of the fence, we propose planting shrubs to reduce the number of people crossing the fences in the future.
d) on the side of Krucza Street, near the field built in 2015, we propose the construction of an outdoor gym adapted for the needs of adults and the elderly.
e) the installation of lighting for sports fields using both solar technology and an SMS-based lighting activation system.
Additionally, we propose the renovation of the sidewalk along Jantarowa Street.
The implementation of the project will increase the attractiveness of the sports base of the estate, enhance the aesthetics of the estate by increasing the existing greenery, and improve the safety of pedestrians moving along Jantarowa.";greenery/recreation;1000000;Krzyki;1613;2.0;24;2017
258;Revitalization of Ruska Street;"Justification
The aim of the project is the renovation of Ruska Street (section from Kazimierza Wielkiego to Solny Square), taking into account the high pedestrian traffic in this area - transforming it into a pedestrian route, accessible to bicycles. The transformation seen on Kuźnicza and Oławska Streets could be replicated here, with even greater success anticipated.

Ruska Street needs renovation. It is a route with great potential - it connects a transit hub with the Market Square, and there is room for more attractive services on the ground floors of buildings. Moreover, several underground car parks have been established in the area (Times office building, NFM). Ruska should feature trees and benches, and a suggested bicycle lane could be marked (e.g., with a different shade of pavement).

During the renovation, only pedestrian-friendly surfaces should be used (as seen on Kuźnicza Street, the residents of Wrocław do not accept cobblestones).
*In case the renovation turns out to cost more than 1 million PLN, the first phase should be carried out, e.g., revitalization of part of the indicated street section.";redevelopment;750000;Psie Pole;1566;3.0;25;2017
555;Network of parks in Wrocław – Psie Pole - Zawidawie 2;"Justification
The aim of the project is to create two green areas in the Psie Pole -Zawidawie district - a green square at Psie Pole (behind FAMA) and part of the park at Zakrzów. Connecting areas located on two different sides of Sobieski Avenue aims to activate residents of the entire district around a common project within the framework of WBO 2017. The first part of the project is to be located on plots situated behind the FAMA Library and Cultural Center. The space designated for development is bordered on one side by the access road to the tenements, leading from the parking lot, the parking lot itself (bordering all the mentioned plots), a garbage disposal area, and the FAMA territory (surface laid with granite slabs). The initiative envisages the creation of a green square with a mini playground. In the central location, there would be a colorful Linarium Mount Logan structure in the Triangulum version – 3153303 (or a similar rope structure), placed on a sandy substrate. There would be 4 accesses to the playground – gravel paths (in an X layout) and a path surrounding the square along with benches and garbage bins. The remaining parts would be occupied by flower beds (perennials blooming from spring to autumn) and trees – small-leaved lindens. The second part of the project involves the development of a plot located at Zakrzów, in an area bounded by Kujbyszewska, Królewska, and Zatorska streets. In this space, the plan includes the creation of an irregular gravel path/paths, an integration square for the residents of Os. Sobieski, and a dog run (this is consistent with the concept concerning Unity Park, WBO 2014 project). Additionally, new lawns will be established and trees planted in the designed space. This part of the park will also feature bicycle racks, trash bins, and benches.";greenery/recreation;1000000;Stare Miasto;1512;5.0;26;2017
83;Safe and friendly roads in Wrocław - speed calming lights instead of speed cameras throughout the city;"Justification
The project proposes changing the operating mode of traffic lights at selected intersections to improve pedestrian comfort and overall safety. The main change will be switching the signals to an ""all-green"" mode for pedestrians – meaning that when there are no cars on the road, the green light will continuously be on at crosswalks, allowing pedestrians to cross freely without having to press buttons and wait. The change occurs only when a column of cars approaches. The second feature would be slowing lights - when a car approaches an intersection or a pedestrian crossing with traffic lights, its speed is monitored by cameras, and if it is driving too fast, the light turns red. The green light comes back on once it reduces speed - if it does not, the camera records the moment of running the red light, and only then is a fine issued. This system is much more driver-friendly than the traditional speed camera - if someone's foot lingers on the gas pedal, they do not immediately receive a fine, but a warning in the form of a red light, and only if they ignore it are they penalized. It is also a more effective solution - it reduces speed in the most dangerous places, namely at intersections and pedestrian crossings. Slowing lights are operational in Wrocław at the intersection of Ślężna and Weigla, so this is not a novelty in our city.
Proposals:
1. Krakowska – pedestrian crossing (signal no. 231)
2. Bardzka – pedestrian crossing (signal no. 243)
3. Popowicka – pedestrian crossing
4. Klecińska – allotment gardens (signal no. 200)
5. Grabiszyńska – Bzowa (signal no. 219)
6. Kamienna at the University of Economics
7. Armii Krajowej – Spiska
8. Armii Krajowej – Krynicka
9. Armii Krajowej-Nyska";roads;650000;Psie Pole;1455;3.0;27;2017
680;Pedestrian and bicycle paths along Opatowicka Street.;"Justification
Along Opatowicka Street, there are several sections of flood embankments, on top of which are hardened paths. They are perfect for walks, bike rides, and running. Between the ""embanked"" sections, there are no paths separated from the road, allowing for the safe movement of pedestrians, runners, and cyclists. This has been particularly noticeable since the road section between the eastern bypass of Wrocław and Trestno was renovated, which has led to a significant increase in the volume of cars driving on Opatowicka Street. The completed paths would connect the entire loop: the footbridge near the zoo (from the Oder side), embankments along Sępolno, Biskupin, Bartoszewicz, Opatowicka weir, Opatowicka Island, Opatowicka lock, Opatowicka Street, Międzyrzecka Street.";walking/cycling infrastructure;500000;Krzyki;1358;2.0;28;2017
372;Let's connect Psie Pole and Zakrzów – a pedestrian and bicycle link;"Justification
The project envisages the construction of a pedestrian and bicycle route connecting Kiełczowska Street with Bierutowska, Dobroszycka, Armii Ludowej Streets, and the Wrocław Psie Pole train station. This route will allow the residents of Psie Pole to quickly reach the train or the clinic on Bierutowska Street on foot or by bicycle, and the residents of Zakrzów through Armii Ludowej Street to the LZN area. In this way, we will facilitate the movement between two Wrocław housing estates, which are close to each other but have been separated by the railway line and industrial areas.

Every day, many people, mainly on bicycles, move along a muddy, gravel path between the remnants of allotment gardens and industrial areas. In the local spatial development plan, a narrow strip connecting Kiełczowska Street with Bierutowska is marked as an internal road. The width of the land strip (from 5 to 6 m) does not allow for the construction of a street of greater significance for intra-estate communication. Therefore, I propose to develop this piece of space differently – to build a comfortable route for pedestrians and cyclists hidden in the shade of trees that have already grown there.

Route parameters: width 3 m, asphalt surface
Route components:
•	pedestrian and bicycle path Kiełczowska – Bierutowska
•	renovation of the sidewalk at Bierutowska Street
•	pedestrian crossing and bicycle crossing through Bierutowska Street with a refuge in the roadway and additional lighting
•	pedestrian and bicycle path Bierutowska – Dobroszycka (under the viaduct along Jan III Sobieski Avenue)
•	pedestrian crossing and bicycle crossing through Dobroszycka Street with additional lighting
•	renovation of the sidewalk at Dobroszycka Street along with a pedestrian crossing and bicycle crossing through Armii Ludowej Street (at the railway crossing) and additional lighting";walking/cycling infrastructure;350000;Stare Miasto;1331;5.0;29;2017
688;Honey Meadows in Wrocław;"Justification
The aim of the project is to create an attractive urban space, improve plant diversity, and protect beneficial pollinating insects.
The project concerns four locations: the main one at pl. Wróblewskiego and three smaller ones (Wyspa Słodowa, Pomorska, Gajowicka), where we plan to create an unusual, green enclave.
As part of the development of areas with a total area of almost 12,000 m2, it is planned to plant suitable flowering vegetation, whose blooming period would allow for constant access to pollination for insects and would make this place more attractive during the spring-summer and autumn periods (shrubs are also planned, which diversify the terrain especially in winter). This would allow for the preservation of greenery diversity, and would initiate the protection of valuable pollinating insects in urban spaces, including honey bees, which are dying at an alarming rate, leading to a lack of plant and product diversity.
In developing the project, I collaborated with students from the Student Scientific Circle of Beekeepers ""Apis"" at the University of Environmental and Life Sciences in Wrocław. Their expert knowledge of plants and insects would help in creating honey meadows in Wrocław. In conclusion, I would like to add that the idea is in line with Wrocław's efforts to win the title of European Green Capital in 2019.";greenery/recreation;100000;Psie Pole;1092;3.0;30;2017
668;"""Park & ride"" at the Pilczyce/Wrocław Stadium loop";"Justification
""Park & ride"" are parking facilities for those coming to large cities wishing to use public transport. It is an eco-friendly solution used in modern large cities. The project plans to create 80 parking spaces. Due to the proximity of the A8 motorway entrance to the city and the Pilczyce loop (100m), the parking is ideally located for use by people coming from outside Wrocław, who will leave their car in the parking lot and switch to public transport (tram lines: 33, 3, 10, 20; bus line: 128). Additionally, the spaces can be used by people driving to mass events organized at the Municipal Stadium (300m). The implementation of the project will increase the safety of residents and cars parked during events at the stadium. It will also improve the image of the city of Wrocław (especially during stadium events). It will prevent the devastation of green areas. Currently, during mass events at the stadium, due to cars parked on the road, dangerous situations and collisions occur. Due to the lack of space, cars are unable to pass or turn around. Often, they have to back out of the alley up to 200 m. There is devastation of green areas due to the blocked road (passing through lawns and sidewalks) or parking on the lawns.";roads;750000;Fabryczna;1060;1.0;31;2017
685;Urban Green Islands;"Justification
This year, smog has made its presence felt by all residents of Wrocław. Studies have shown that we could breathe clean air for only a few days! The data is alarming. Meanwhile, during the summer, so-called urban heat islands form in our area, causing an artificial increase in temperature compared to the surrounding areas. How can we deal with the negative effects of urbanization? What can be done to make life easier for us, the residents of Wrocław? How can we reduce these negative effects that impact our health? We propose a globally tested system for reducing the negative effects of smog and urban heat islands, which involves installing specialized panels planted with moss and capable of supporting other plants. This project fits perfectly into the concept of Green Wrocław. It is also an excellent idea for originally enhancing urban space. The main function of the panels will be the reduction of air pollution – plants, especially mosses, have the ability to simultaneously absorb many different pollutants from the air, including polluting gases (NOX, CO2, CO, and O3) and suspended particulates. Moss provides an excellent substrate and is resistant to low temperatures. On hot days, the panels lower the temperature through water evaporation. The panels also contribute to noise reduction. The panels have a proper irrigation system that keeps the plants alive, moisturizes the air around the installation, and reduces air dustiness. Mosses are excellent reservoirs of rainwater, thus they are helpful during heavy downpours. The panels have other advantages too - greenery improves mood and reduces stress. Wrocław would be the first city in Poland to boast such a modern and eco-friendly solution.";greenery/recreation;250000;Stare Miasto;990;5.0;32;2017
694;Green stops in the city center;"Justification
The project proposes the creation of green stops at selected locations in downtown Wrocław by planting climbing plants on their structures. The vegetation would grow in boxes and would be introduced onto lattices along the sides and back wall of the shelters, without interfering with their structure. Thanks to the planting of climbers, waiting for public transport vehicles will become more pleasant, and the bus shelters will gain a new, more aesthetic form.
The project is part of efforts to earn Wrocław the title of Green Capital of Europe, adds a new aesthetic value to the urban space, and introduces greenery in places that have been devoid of it until now. Similar structures have been successfully functioning for years in many cities including London, Eindhoven, Novi Sad, and this year, Kraków plans to introduce green stops.
Proposed locations for green stops:
- Main Station (3 stops)
- Arkady Capitol (2 stops)
- Bema Square (2 stops)
- Galeria Dominikańska (2 stops)
- Strzegomski Square (Contemporary Museum) (2 stops)";greenery/recreation;320000;Fabryczna;943;1.0;33;2017
371;Safer at the intersection of Sobieski Avenue and Wilanowska Street;"Justification
The project aims to improve safety at the exit from al. Sobieskiego onto Zakrzów. This location witnesses numerous accidents (including fatal ones), primarily caused by vehicles from Mirków rear-ending vehicles turning left into ul. Wilanowska. The occurrence of dangerous situations is contributed to by excessive vehicle speeds and long waiting times for turning towards Zakrzów during afternoon hours.

Additionally, there is frequent violation of the no-left-turn rule from ul. Wilanowska towards the city boundary. Often, this maneuver is performed by trucks, resulting in the trailer blocking the road towards the city center.

The forced right of way by vehicles exiting the parking lots on ul. Wilanowska also plays a significant role. This is due to the unintuitive signage and unclear geometry of this part of the intersection.

Since this is the most frequented entrance to our estate and is traversed by bus line 150, the current state of safety at this location is unacceptable to the residents of Zakrzów.

The project scope includes:
- drafting a traffic organization plan that will facilitate the left turn from al. Sobieskiego into ul. Wilanowska, increase the throughput of the left turn, reduce the speed of vehicles heading towards the city center, and prevent exits from ul. Wilanowska towards Mirków
- construction works (introduction of new traffic organization elements and road safety devices, and possible adjustment of the intersection geometry)
- potential installation of speed control devices

We do not provide specific solutions (construction of traffic lights, installation of vibratory lines on the road, installation of speed cameras, etc.), as we believe that the effectiveness of the measures applied is guaranteed only by an analysis of the problem conducted during the project drafting stage.";roads;1000000;Krzyki;922;2.0;34;2017
508;Kępa Mieszczańska – a pocket park with a street workout station near Dmowski Bridge in Wrocław.;"Justification
Organization and development of the area next to the Dmowski Bridge. Creation of a recreation and relaxation space for the residents of Wrocław. Beneficiaries of the project will include, among others, residents of Kępa Mieszczańska and the neighboring Szczepin estate.
The project includes:
• tidying up the area,
• conducting a dendrological expertise of the existing trees,
• construction of alleys and a sidewalk along the Oder,
• planting of trees and shrubs,
• installation of small architectural elements (lamps, benches, trash bins, pet toilet, chess and checkers table, concrete foosball table, ping-pong table, barbecue area),
• construction of a street workout station.
• surfacing the area for parking spaces.";greenery/recreation;750000;Psie Pole;882;3.0;35;2017
346;Renovation of unsightly railway viaducts;"Justification
The aim of the project is to warm up the cold, ugly viaducts of Wrocław. Following the example of other cities around the world (illustrative images in the attachment), the project involves placing planters with hanging, colorful, fragrant, and long-blooming floral compositions to make the grim view of railway viaducts and road flyovers more pleasant for residents.";greenery/recreation;250000;Krzyki;765;2.0;36;2017
358;Tuscany in Wrocław: flower pots around the Wrocław Market Square.;"Justification
The aim of the project is to beautify the streets around the Wrocław Market Square by placing 100 decorative, ceramic planters with blooming flowers and 50 hanging flower baskets in the area around the Wrocław Market Square. The Old Town in Wrocław suffers from a lack of greenery, and the floral arrangements in the planters would become an impressive decoration, highlighting the beauty of the historic townhouses and contributing to the promotion of the city. The planters should be durable against temperature changes, heavy and stable, and resistant to vandalism (easy to clean).";greenery/recreation;350000;Krzyki;619;2.0;37;2017
594;Sequoia forest, fruit trees and shrubs;"Justification
1. Few people know that once, powerful and ancient sequoias not only covered the area of the western coast of the USA but were also present throughout Europe. These are some of the oldest trees, as they can live for several thousand years and are certainly the largest of all. Few also know that in Poland, individual specimens grow, as well as in other European countries. The project assumes the initiation of restoring sequoia species in Poland, in Wrocław. The plan is to plant at least 50 of them in Wrocław's parks and forests. For them to function and produce new seedlings, the sequoias should be genetically diverse, originating from different regions/sources. To increase their chances of survival, they should be planted in at least 10 locations, with 5 genetically varied specimens each, along with a possible partial soil exchange for one that has the appropriate pH for them. Consultation with arborists will be useful here.
2. Utilitarian trees on wastelands will be publicly accessible. It takes some time for them to grow and bear fruit, but the best time to plant a tree was 20 years ago, and the next best time is now. Volunteers could be involved in the planting action to reduce the cost of this. Therefore, it might be possible to plant more of them eventually. It would be very important to plant a variety of species and seedlings. Plantings on wastelands would not increase the costs of greenery management, as such areas are not cared for as much as parks. Species and varieties should be chosen with special consideration for old Polish valuable and disappearing types, and the choice should be consulted with horticulture specialists.
3. Planting other trees in the city, in residential estates, in the vicinity of streets, squares, and plazas.";greenery/recreation;150000;Stare Miasto;587;5.0;38;2017
332;Bus stop infrastructure on Dworcowa Street;"Justification
The bus loop at Dworcowa Street (from which, among other destinations, buses depart to the airport) is in very poor condition with old stops, a limited number of benches, and a sidewalk surface in bad shape (uneven concrete slabs that are very uncomfortable to walk on, especially in winter). Additionally, the bus schedules are very unclear as they are divided among individual stops, making it difficult for someone not from Wrocław to navigate. This place creates an unfavorable image of the city, and a large number of people arriving in Wrocław (including tourists) come into contact with it, especially when someone arrives in Wrocław using public transport to get to the airport.
It would suffice to replace the sidewalk surface, refresh or install new bus shelters (3-4), possibly trash bins, install benches, refresh or replace the bus stop poles, and possibly add 2-3 new street lamps.
I classify this project as city-wide, as it is used by a large portion of Wrocław's residents and visitors, and this place influences the image and perception of the city.";public transit;420000;Stare Miasto;544;5.0;39;2017
334;bus stop infrastructure on Dawida Street;"Justification
On Dawida Street (between Dawida Street and Dyrekcyjna Street) there is a bus loop for private carriers, which is heavily used by many residents of Wrocław and people living in the surrounding areas within several dozen kilometers. Unfortunately, Dawida Street lacks decent infrastructure - sidewalks (the existing concrete ones are in poor condition and are uncomfortable to use, especially in winter), bus shelters (even just to protect against rain), benches, street lamps, trash bins, or clear timetables (there are several stops and if someone is not familiar with them, i.e., does not know from which stop a particular carrier departs, it can be a bit confusing). Changes would enable more pleasant and easier use of this bus loop.
I qualify this project as city-wide, as residents from various parts of the city and from nearby towns use this infrastructure.
P.S. I heard that the city plans to change the location of the stops for private carriers - if this is the case, please inform me and possibly then the project will be withdrawn.";public transit;250000;Śródmieście;480;4.0;40;2017
35;Boarding at level - construction of Górnicki's Viennese stops;"Justification
Vienna-style stops facilitate boarding for the elderly, disabled, and parents with strollers, and ensure that drivers adhere to speed limits. This solution is increasingly being implemented in the city, including on Hubskiej, Glinianej, Trzebnickiej, and Szczytnickiej streets. The Kleczkowska stop is used by many clients of the nearby Social Insurance Institution (ZUS)—the elderly and disabled, and the elevated entrance greatly facilitates their use of public transport. The Górnickiego stop is located on the busy Sienkiewicza street. Constructing a boarding island will also improve passenger safety.";public transit;500000;Śródmieście;433;4.0;41;2017
620;Wrocław parks available to everyone.;"Justification
Parks are an integral part of the urban fabric. They enable pleasant and quick contact with nature. Due to their location and the infrastructure on their premises, many of them are also tourist attractions. To increase the accessibility of Wrocław's parks, the project proposes placing tactile maps at the entrances to selected parks. These plans will allow blind and visually impaired individuals to familiarize themselves with the topography of the areas depicted. They will learn the layout of paths and the location of interesting objects. Descriptions in black print will make the maps accessible to all visitors to Wrocław's parks and help them reach interesting places.
The tactile plans made of stainless steel with engraving will be resistant to weather conditions and potential vandalism attacks. Proposed locations:
1. Szczytnicki Park (entrance near Hala Stulecia tram stop), 2. Szczytnicki Park (entrance near Kochanowskiego tram stop), 3. Grabiszyński Park (entrance near Oporów tram stop), 4. Grabiszyński Park (entrance near Grabiszyńska Cmentarz II tram stop), 5. Western Park (entrance near DH Astra tram stop), 6. Western Park (entrance near Kolista tram stop), 7. Southern Park (near Orla tram stop), 8. Southern Park (entrance near Krzyki tram stop), 9. J. Słowacki Park (intersection of Słowackiego Avenue with Staromiejska Promenade), 10. Leśnicki Park (entrance near Świętojański Square).
Additionally, the project includes the creation of an educational trail in Szczytnicki Park, which will consist of 20 hardened thermoforms of leaves from trees most commonly found in Poland. Additionally, the embossed graphics will be supplemented with black print and Braille descriptions of each species.
The cost of purchasing one plan is approximately 13,000 PLN, and the cost of purchasing one thermoform is approximately 3,300 PLN.";greenery/recreation;200000;Fabryczna;418;1.0;42;2017
203;Cleaning of the sandstone medallions with the coat of arms of Wrocław from war-time grime and soot on old school buildings, hospitals, and other public buildings.;"Justification
Medallions with the coat of arms of Wrocław are unique in the country - cleaned of wartime soot and dirt, they serve as decoration and a tourist attraction, for example, two cleaned medallions on the facade of the Market Hall, a cleaned medallion on the building of the Primary School at Kleczkowska Street, the facade of the Ninth High School, the building of the First High School at Poniatowskiego Street. The proposal involves sandblasting these medallions with pressurized water from a boom lift. The cost is about several thousand złoty per piece, but cleaning 10 pieces would be cheaper.
Known addresses of these gems:
> MSWiA Hospital from Pl. Powstańców Wlkp. and from the railway tracks - 2 pieces
> Post-secondary School for Cultural Animator Training, Building A from J. Niemcewicza Street
> University of Wrocław - three buildings on Dawida Street - 3 pieces
> Primary School No. 73, Gliniana Street on the side from Gajowa Street.
> Post-secondary School, Trzebnicka Street from the side of Dębicki.
Residents of Wrocław probably know other locations of these medallions - the city's calling cards.";other;150000;Krzyki;415;2.0;43;2017
735;Bike and stroller ramp at the exit from Sopocka Street to the Odra River Embankments;"Justification
The embankments along the Oder, especially the section between the Warsaw Bridges and the Szczytnicki Bridge after the completed revitalization, have become a wonderful place for walks and bike rides.
The aim of the project is to construct a ramp from Sopocka Street, which will allow free access to the cycling and walking paths for residents.
Currently, accessing the cycling and walking paths on the embankments from Sopocka Street is difficult for cyclists, disabled people, and mothers with children due to the lack of a convenient ramp: there are only steep and difficult-to-climb stairs.
Moreover, this passage is very frequently used not only by local residents but also by visitors to the St. Lawrence Cemetery and those traveling to the nearby allotment gardens on Bujwida Street.
Furthermore, the project aligns with the concept of promoting cycling in Wrocław and restoring the river to the city, and is a natural continuation of the recently completed construction of a bicycle passage under the Szczytnicki Bridge.";walking/cycling infrastructure;50000;Fabryczna;266;1.0;44;2017
464;Large outdoor chess in the center of Wrocław;"Justification
Construction of large-scale chess in the center of Wrocław. The project submitted in paper form, details in the attachment.";greenery/recreation;250000;Stare Miasto;263;5.0;45;2017
422;"Operation Square - Street Games ""Taming the Concrete""";"Justification
The project involves placing street games in urban spaces designed for children of various age groups.
The project has two main objectives:
- encourage children to play in urban spaces
- make use of hardened surfaces such as concrete, asphalt, or paving stones.
Street games made of thermoplastic material are a supplement to traditional playgrounds or an idea for utilizing alleys, courtyards, and wastelands, and can serve as a modern educational aid especially for preschool, early school, and physical education teachers, as well as an idea for actively spending free time for entire families.
By transforming gray courtyards and squares into colorful zones for play and learning, we show children
that one can have great fun away from the screen of a monitor and television.
Thermoplastic material is characterized by high resistance to weather conditions, includes anti-slip elements, and the colors do not lose their intensity.
The installation of Smart Plac games involves the thermoplastic material vulcanizing with the hardened surface during heating (with asphalt, paving stones, or concrete), which ensures high durability and longevity of the product.";greenery/recreation;150000;Śródmieście;236;4.0;46;2017
406;Construction of the Wrocław handbike type integrative bicycle rental facility along with appropriate social and sanitary facilities.;"Justification
The project is designed for both disabled and able-bodied residents of Wrocław, as well as for guests and tourists.
Handbike bicycles allow for free and independent movement around the city despite any physical limitations. Thanks to the rental service, disabled individuals will be able to more fully enjoy the benefits of urban life, regardless of communication barriers. Creating such a place will allow for the integration of able-bodied and disabled people.
The project consists of two elements: the first is a bicycle shelter with handbike bicycles housed within; the second element is a social-sanitary building in a container (single-story) construction with an area of about 50 sqm. The building, intended for office or exhibition use and accessible throughout the year, will provide a space where cyclists can rest, share experiences, use a restroom adapted for the disabled, eat a meal, repair or adjust their bicycles. The building will be fully architecturally adapted to the needs of disabled persons.
The building, serving among other things as a community center, club, or simply a meeting place, will be equipped with the aforementioned toilet module, a kitchen sink with cabinetry, appliances such as a kettle, toaster, sandwich maker, microwave oven, tables, chairs, cabinets, bicycle tools, a lift, and a heating-cooling system.
We have several years of experience in operating and developing the Integrated Bicycle Rental www.roweryintegracyjne.pl.
The organization of activities undertaken as a result of the project will be handled by employees and volunteers of the DOBRY CEL foundation, which has supported socially excluded individuals since its inception.
From the choice made";walking/cycling infrastructure;600000;Krzyki;178;2.0;47;2017
629;Wrocław at your fingertips – tactile maps of selected areas of Wrocław.;"Justification
The market and all places such as Ostrów Tumski, Centennial Hall with the Pergola are an undisputed tourist attraction of the city. But does everyone have equal access to them? Blind and visually impaired people have difficulty moving independently in unfamiliar terrain. Also, a person with a mobility disability should have the opportunity to enjoy the attractions offered by the city.

An ideal solution are tactile maps located in several important places, such as Ostrów Tumski, Centennial Hall with the Pergola, Słodowa Island, Piasek Island, the Market Square, National Forum of Music with Podwale, the Palace in Leśnica, the Old Town Park with the Puppet Theater, and Dunikowski Boulevard. These are tactile maps with a simplified representation of space and marking of the most important zones and points. They contain descriptions in Braille and help in optimally designing a route.

The maps allow for spatial orientation of blind and visually impaired people, as well as sighted individuals. They are made of durable material. The maps clearly represent the topography of the terrain for people with visual impairments, while allowing for independent movement around the city. Able-bodied people can use them like traditional maps. Thus, the maps will be attractive to tourists and residents.

We all want to explore and experience new places and attractions. We also have an internal need for social responsibility for those less fortunate. Let's do something together by combining all these needs and allow others to touch Wrocław. Let our city be adapted for the disabled. Let's show how it's done!

The cost of purchasing one plan is about 13,000 PLN.";other;130000;Stare Miasto;156;5.0;48;2017
720;I'm sorry, but you didn't provide any text to translate. Please provide the text you would like translated from Polish to English.;"Justification
The idea behind the ""1997"" project was to commemorate the twentieth anniversary of the residents' struggle with the flood, which has been remembered as the Flood of the Millennium.
Twenty locations were selected where a delicate, elongated, copper plaque with the cut-out numbers 1997 will be mounted. The defined places - facades of buildings that had to face the powerful element on July 12-13, 1997, are characteristic points in the city center and housing estates.
The project's aim is to make visitors aware and remind locals of the hardships that the residents of Wrocław had to overcome for life in the city to return to normal. A city-wide nature of the proposal was chosen to illustrate the actual scale of the flood.
The proposal is characterized by modesty; the rectangular plaques are meant to address the flood in a non-didactic way, to intrigue. The proposed size is 40 cm in length and 3 cm in width. The thickness is 1 cm, so as to conceal the mounting. The height of the mounting depends on the water level from July 1997.";other;50000;Krzyki;118;2.0;49;2017
677;Lounger - a wandering piece of furniture for rest and play;"Justification
The ""Polegiwacz"" is a portable furniture-installation designed for relaxation, fun, and social integration. The prototype of this facility operated over the past three seasons in two different locations in Wrocław: in Słowacki Park and near the Zwierzyniecka Footbridge. Three seasons have shown that the furniture is eagerly used by various age and social groups. The facility hosted many events, concerts, meetings, classes, and even at least one wedding session. Contrary to its name, children used it not for lounging but as an attractive playground.

The location planned for the first season - Polskie Hill - was chosen as a distinctive point along the walking route of Wrocław's promenades. The proximity to the newly opened X. Dunikowski Boulevard attracts many residents and visitors - including many families. Last year's observations and analyses showed that an element that could complement the local program is a playground for children (the nearest playgrounds are on Bielarska Island and near the Puppet Theatre) who often get bored during walks and use existing landscaping elements for play.

The ""Polegiwacz"" on Polskie Hill would excellently combine the possibility of relaxation for the older with the opportunity for activity for the youngest.";greenery/recreation;150000;Śródmieście;83;4.0;50;2017
