project_id;year;project_name_eng;description_eng
165;2022;Art on the blind walls;"The idea would first be to identify the blank walls in the city and propose large-scale artworks for them. The photo of Claude Nougaro at Saint Pierre is one example, but there are also many large cities that offer murals. Introducing art into everyday life, not just in museums. The people of Toulouse and tourists could take photos in front of them and promote the city via social media. Implementation details - Technical opinion: The Toulouse city hall has been developing an Open Air Gallery for several years and offers street art tours with the tourist office. Any new creation can be integrated into the constantly evolving routes. The subject, location, and scale of the artwork will be more precisely defined by the ""Public Space Art Commission."""
164;2022;Place trash cans at all bus stops;I take the bus every day to go to work, and many of them do not have a trash can next to the stop. This poses a real problem when you need to throw away your trash before getting on the bus (packaging, cigarette butts, etc.) Implementation details - Technical opinion: This idea is consistent with the Cleanliness policy of increasing the number of bins. A census will be conducted at the neighborhood level to precisely identify the interventions to be carried out.
15;2022;Improvement of the playground at Mady de la Giraudière square;"Mady de la Giraudière square is a meeting place for families from the Bazacle and Amidonniers neighborhoods. The installation of public toilets near this park would help keep the area clean. Lighting for the playground and picnic tables would also be appreciated until 10 pm to ensure the area can be enjoyed safely.

Implementation details - Technical opinion:
This square and its playground indeed provide a pleasant meeting space for families. To improve the use and appearance of the playground, it is proposed to redo the soft surfaces (currently heterogeneous) of the playground. The addition of one or two picnic tables can also be considered. However, lighting the playgrounds could lead to misuse of these particular spaces, which must remain ""protected"" at night from any inappropriate and disruptive festive activities, causing nuisances for the local residents. The installation of a public toilet nearby can be studied, depending on the technical constraints (networks) of the area."
97;2022;Creation of a blind football field in Borderouge;It would be good to create a blind football pitch in this beautiful pink city, which currently has none. This would allow blind football enthusiasts to practice their favorite sport under optimal safety conditions and independently. The initiative would be very interesting because it would be one of the only blind football pitches in France. Implementation details - Technical opinion: A blind football pitch can be likened to a city stadium. Estimated cost of 120,000 to 150,000 euros. It can be equipped with inflatable walls to prevent any risk of injury. If the project is selected during the vote, a consultation would then be organized with the project leader and the residents of the neighborhood to select a site for installation.
28;2022;Greening of Agathoise Street;Certain oversized public parking spaces and sections of sidewalks should be greened to provide coolness and make this street less austere. Implementation details - Technical opinion: The principle of removing parking spaces in favor of green spaces is entirely feasible on this street. Additional investigations (such as geodetection) will be necessary to determine the types of plants to be used. Rue Agathoise has a narrow profile with a mineral street and numerous resident accesses. The gas network is present under the current parking. The creation of greened islands with low strata adorned with shrubs or structures allowing for the planting of climbers is possible.
147;2022;Development of the vacant lot behind the Pouvourville school;Next to the Jean-Pierre Vernant school in Pouvourville, there is a vacant lot that is regularly mowed by the city council but not utilized. Unfortunately, it only serves as a place for dog waste... I therefore propose that this area be enhanced by the city council by creating a children's park, community gardens, a city stadium, ping pong tables, in short, a real place of life where both young and old could gather. Implementation details - Technical opinion: Enhancement of the space through tree planting and the installation of wooden play structures allowing both residents and students to enjoy a natural space that respects biodiversity, on the space adjacent to the Jean-Pierre Vernant school.
133;2022;Mural depicting the history of Montaudran;Mural depicting the history of Montaudran (Aéropostale, space, Latécoère factories...) under the new bridge at Montaudran station. Implementation details - Technical opinion: Creation of a mural on the wall of a shaft in Montaudran. A mural evoking the history of Montaudran, located under the shaft near the Envol des Pionniers, is already in the process of being created. Consequently, the City of Toulouse will find an alternative site, still within the Montaudran area. The subject, as well as the location and scale of the work, will be more precisely defined by a committee composed of municipal elected officials and the artist(s) selected by the community for the realization.
198;2022;Place trash cans at all bus stops;"I take the bus every day to go to work, and many of the stops do not have a trash can nearby. This poses a real problem when you need to dispose of your waste before getting on the bus (packaging, cigarette butts, etc.)

Implementation details - Technical opinion:
24 bus stops are recorded in the Compans-Amidonniers district.
The busiest stops are already equipped with bins that have extinguishers.
It has been estimated that about twenty stops remain to be equipped in this district."
152;2022;Play area accessible to all at the Pays d'Oc garden;There is no playground for disabled children in the neighborhood. Our association, Le Busca, our neighborhood, proposes to install a playground for disabled children during the development of the Rond-point des Français Libres, which would allow easy access to this space for caregivers. Implementation details - Technical opinion: Installation of a playground for children with reduced mobility at the Jardin du Pays d'Oc. The installation of a playground at the Rond-Point des Français Libres had not been authorized by the Architects of the Buildings of France. Alternatively, it is possible to fund a playground accessible to all at the Jardin du Pays d'Oc, in addition to an already significant playground, to allow children to mix with each other.
13;2022;Aesthetics of Recycling Bins;In Céret in the PO, I saw a great idea: dressing up recycling containers with photos. Since you praise the work of Dieuzaide in Toulouse, could this be an idea? I can provide a photo... Implementation details - Technical opinion: An experiment could be proposed on a few containers using royalty-free archive photos of the neighborhood. The total cost of such a project has been estimated based on 6 containers.
175;2022;Installation of game tables at Place des Pradettes;Pradettes Square (Camille Poinas Square) is a meeting and exchange place frequented by associations and residents of the neighborhood. Thus, living together is one of the fundamental values of our village-like neighborhood. To further promote this sense of community and to improve our living environment, the installation of a chess table and a table suited for board games would allow residents to enjoy this lovely square in a fun and constructive way. Moreover, neighborhood residents already gather daily to play dominoes in the square. These tables could replace one of the aging picnic tables or be added in addition to the existing street furniture. These new pieces of furniture would be in line with the square's enhancement plan. Implementation details - Technical opinion: The project is coherent and technically feasible, the Garden and Green Spaces department proposes the installation of 2 chess tables or other models.
158;2022;No more benches in the streets;I suggest that benches be added in all neighborhoods, with sufficient density to allow all those who tire easily to continue going out and walking with the assurance that they can rest regularly. This would contribute to the preservation of the autonomy of elderly people. For example, I often see an elderly couple walking in my neighborhood, taking uncomfortable breaks on garden walls or other window ledges. Similarly, my grandmother stopped going to the post office on foot because she had to make the round trip in one go, whereas with a break, it was entirely possible for her. She has thus become dependent on us to go there... Implementation modalities - Technical opinion: A census and a diagnosis of the urban furniture in the neighborhood will be carried out to precisely identify the interventions to be carried out. About twenty chairs could be installed, especially in front of public facilities, the busiest bus stops that are not equipped, on the greenway.
197;2022;"Install a ""swallow nest tower"" in a green area in the heart of the Lafourguette district.";"Several sources alert us to the dramatic decline in the swallow population over two decades. Climate change disrupts their migration, while urbanization and the artificialization of soils strip away the natural elements necessary for nest building. Yet, swallows are an essential link in biodiversity: they can eat up to 3,000 insects per day. We have identified two initiatives in the Occitanie region that could be replicated in our neighborhood on an experimental basis, before being rolled out in other districts of Toulouse.
- The installation of a ""swallow tower"" in Auch, a project led by the Groupe Ornithologique Gersois
- A project for compost-bin birdhouses in urban areas led by the Jeune Chambre Economique de Montpellier"
53;2022;Shade Greening on Rue Jean Mermoz;"Jean MERMOZ Street is bathed in sunlight from morning to evening. In summer, it becomes a real furnace. This street is used by the users of the MERMOZ metro station. It would be interesting to create a green canopy to reduce the heating of the street and provide some shaded comfort to pedestrians and residents. Planting trees could certainly be a solution, but to reduce the footprint on the ground and to more easily control the shade, it is proposed to implement structures that support climbing plants. These modular structures with climbing plants can be placed so as to cover the sidewalks and parking areas, or even cross the street to form a wide screen of foliage. This arrangement can be conducted in stages to assess the feedback and then be extended to the entire street and other sites. Rainwater management could be associated with it to irrigate the planting areas.

Implementation details - Technical opinion:
Greening of Jean Mermoz Street through the installation of green pergolas on the southern part along the hedge, which would provide shade while limiting ground impact. Also, tree plantings could be carried out on the northern part by replacing some parking spaces."
130;2022;Canigou Street Park Development;This green space is underutilized. It would be interesting to install some playground equipment for children (slides, swings...) and one or two ping-pong tables. Implementation details - Technical opinion: To improve the park located on rue du Canigou, it is proposed to install equipment such as a ping-pong table, chess area, and reading nook, to allow for quiet outdoor activities alone, with family, or with friends. The creation of pathways to make crossing the park and its use comfortable (with elevated work to preserve the tree roots) as well as work on the garden entrance, to make the created pathway accessible to everyone, are also proposed. Finally, the installation of children's playground equipment will be considered.
20;2022;Making recycling bins glamorous;"What if we made the glass recycling bins in Toulouse more beautiful? These bins are scattered throughout the city. They are practical but not very glamorous. The idea would be to combine art with recycling and beautify these bins by painting them, using green as the main theme. We could involve local artists, associations, and schools. Who knows, it might even turn into a ""touristic"" trail around the city.

Implementation details - Technical opinion:
An experiment could be considered on a few containers with artists who could be selected based on visual proposals. The total cost of such a project has been estimated based on 10 containers (2 artists and 5 containers per artist considered)."
33;2022;Saint Nicolas Street, artistic and ... flowered?;"Saint Nicolas Street in the Saint Cyprien district (31300) is a busy street between Place de l'Estrapade and Port Viguerie/Garonne. Close to Toulouse Plage, it is the street of artists. Here, one can find ceramists, an ""ART"" sewing workshop, a Latin cinema shooting/meeting workshop, designers, painters, a hairdresser, etc. Let's preserve the authentic and bustling soul of this street as well as its beauty by re-greening it as much as possible. It would be enough to place flowers on the barriers, green the sidewalks and/or the edges of the buildings, and install structures that can hold flowers, etc. THANK YOU.

Implementation details - Technical opinion:
Greening of Saint Nicolas Street through various means. By greening some facades using metal trellises as support for climbing plants, with the installation of vegetated poles on the ground, by replacing some parking spaces with greenery as was done on Rue de la Chaine in Toulouse, and by greening the space behind the church statue. Metal wires between buildings, with the agreement of the owners, could also be installed to enhance this greening."
61;2022;Ashtrays at bus / metro / tram stops;"Hello, It is distressing to see that in 2021 people continue to throw their cigarette butts on the ground before taking public transport. That is why I think it is necessary to install ashtrays at every bus/metro/tram stop. I suggest using the format of the ""boîtes à clopes"" from Caen in the busiest locations. Implementation details - Technical opinion: Deployment of 30 ashtrays around the bus stops in district 2.4 so that people do not throw their cigarette butts on the ground before taking public transport."
140;2022;Create marked parking spaces on Avenue des Coteaux;"Vehicles parked on Avenue des Coteaux do not comply with alternate-side parking and are parked on both sides of the street. This significantly slows down traffic, and since it is unclear which side has priority depending on the fortnight of the month, it is difficult to ease traffic flow because it is not known who has the right of way over the oncoming vehicle. It seems to me that if this street had designated parking, alternating for example, we would have more respectful and smoother car traffic. This is particularly striking for Avenue des Coteaux, but it also applies to many residential streets in the neighborhood (Avenue des Pivoines, Edelweiss, etc.). This might also help alleviate congestion at the traffic light at the intersection with Route de Narbonne, especially in the morning, to allow vehicles turning right not to build up in the queue of vehicles turning towards the ring road.

Implementation details - Technical opinion:
Resurfacing the roadway on Avenue des Coteaux. This would also allow for the demarcation of parking spaces on the ground on Avenue des Coteaux to encourage users to comply with alternate-side parking, combat illegal parking, and relieve congestion at the traffic light intersection with Route de Narbonne. Finally, a bike lane could also be marked on Avenue des Coteaux to maintain a continuous cycle route between Route de Narbonne and Chemin de la Salade Ponsan."
199;2022;Place trash cans at all bus stops;I take the bus every day to go to work, and many of them do not have a trash can next to the stop. This poses a real problem when you need to throw away your trash before getting on the bus (packaging, cigarette butts, etc.) Implementation details - Technical opinion: There are about thirty bus stops in the neighborhood. The busiest bus stops are already equipped. The Jeanne d'Arc bus station stops have been temporarily arranged to allow accessibility for people with disabilities using plastic modules, so they cannot be equipped with bins. Therefore, there are still about twenty bus stops that need to be equipped.
186;2022;Art on the blind walls;The idea would first be to identify the blank walls in the city and propose large-scale artworks. The photo of Claude Nougaro at Saint Pierre is one example, but there are also many large cities that offer murals. Introducing art into everyday life, not just in museums. The people of Toulouse and tourists could take photos in front of them and promote the city via social media. Implementation modalities - Technical opinion: Continuing the projects related to graffiti carried out by landlords and Toulouse Métropole in Bellefontaine and the drawing projections on the facades of some buildings in Reynerie, district 6.3 is well equipped in enhancing its facades. This idea could contribute to the concept of a graffiti city in Bellefontaine or the photo reportage project on the Reynerie neighborhood.
95;2022;Greening of the exterior walls of the Grand Selve school;"The walls of this new school are made of raw concrete with a very austere appearance, resembling a prison enclosure, and they store heat. A miserable strip of low vegetation (already overrun by weeds) separates them from the public road. We propose to cover these walls with climbing plants suitable for the exposure, and where it is not possible (in front of openings), to plant trees of the fourth size (up to 5 meters). This will also help prevent tags and other graffiti. Also consider providing shelters for cavity-nesting birds and bats. This arrangement particularly concerns the grand selve alley, Simone Henry street, and Flora Tristan street.

Implementation details - Technical opinion:
The idea is feasible with some adaptations. It would involve planting larger specimens along the school wall but not climbing plants, which require too much maintenance and thus an increase in operating costs."
104;2022;Caillibens Cycle Path;"Caillibens Road is the only way to cut through the cemetery to connect Avenue de la Gloire and Jolimont. It is used daily by many parents dropping off their children at the École de la Gloire and the Jolimont daycare. This two-way road is narrow, and cars travel fast on it, putting cyclists at risk. My proposal is to establish one-way traffic and use the freed-up lane to install a two-way bike path. Cyclists will then be safe. Motorists going in the prohibited direction can be redirected to Boulevard des Crêtes. Implementation details - Technical opinion: 
It is not feasible to create a bike path, but it is possible to carry out a tactical urbanism intervention known as a Shared Central Lane, which will secure the safety of cyclists."
37;2022;Clarify priorities upon exiting Rue Réclusane;Proposal: Clarify or even rethink the priority rules at the exit of Rue Réclusane. Why this is needed: Cars and bicycles leaving Rue Réclusane onto Allées Charles de Fitte are in principle given right-of-way when entering. In practice, this rule seems to be little respected by those traveling on Allées Charles de Fitte. Moreover, the priority rules between bicycles and cars are not so clear in practice (intersection where bicycles coming from the avenues or bike paths cross or enter towards Rue Réclusane. This can lead to misunderstandings, anger, or even the danger of collision. Implementation details - Technical opinion: Clarify the exit directions on Rue Réclusane and facilitate pedestrian crossing by closing off the intersection and removing the lane dedicated to hospital access. This access, used for emergency entries and some deliveries, could be converted into a sidewalk with limited access to the CHU. Additionally, implementing a Yield sign at the exit of Réclusane onto Allées Charles de Fitte will improve the overall readability.
80;2022;Install chessboards at Claude Nougaro Garden;The installation of chessboards as part of the urban furniture in the garden would be a great asset to this place. Indeed, these tables would allow playing chess and checkers by bringing one's own pieces but would also serve as a meeting point for local residents. They would also enable the youth of the neighborhood to discover these games. Implementation details - Technical opinion: An idea that combines the goal of playing a quiet game while also serving the functionality of a table outside of this activity. The number of tables will be determined based on the replacement of existing significant furniture in this Claude Nougaro garden (3,000 euros per table).
31;2022;Children's playground;"Installation of a playground for young children (slide, swings, etc.) and benches for parents, grandparents, or nannies in this lovely, well-treed square which currently serves as a canine urinal located at the end of rue des arcs saint cyprien, end of rue de cugnaux, opposite the clinic, next to the school near allées Charles De Fitte. And I have not found the name of this little square...

Implementation details - Technical opinion:
One possibility that could be considered is the redevelopment of the Clémence Isaure garden to better adapt to current uses, by planning open spaces that can accommodate a large number of middle school students in a short time and by providing real relaxation areas for local residents and users (through the installation of benches, chairs, and baskets). It should be noted that the garden is a Classified Wooded Area and is located within a Historic Monument perimeter, so the layout will be constrained by urban planning rules and should lean towards a neighborhood garden with minimal facilities, reinforcing the current tree and plant layer and using natural ground materials. The installation of a traditional playground could be realized in this garden, but for your information, a playground has just been built nearby, at the green space opposite the Patte d'oie Kindergarten on rue de Cugnaux."
88;2022;Replace the current traffic lights on Route de Blagnac with reward lights and add new lights at all pedestrian crossings.;"The reward traffic light is a simple way to encourage drivers to adhere to speed limits. The 30 km/h limit on short sections such as those in front of schools is not respected, just like the 50 km/h limit, especially at night. Moreover, a request to limit the entire neighborhood to 30 km/h was made in another proposal, and without an incentive, this proposal will not change drivers' speeds (this is already the case in Paris). Coercive measures are necessary. https://www.lesechos.fr/2003/12/le-feu-qui-passe-au-rouge-en-cas-dexces-de-vitesse-679290

Implementation details - Technical opinion:
A green reward light should never be associated with a pedestrian crossing or an intersection; it must be on a regular section of the roadway. It is possible to consider such a device on the northern part of Route de Blagnac, between the Pierre Mounicq roundabout and the Jean Bégué roundabout."
89;2022;Understanding and better preserving the animals of the Sept-Deniers neighborhood;"It would be beneficial to raise awareness among the residents of Toulouse about the biodiversity in their neighborhood and to encourage them to protect the animal species sharing their environment, such as hedgehogs, small birds (sparrows, tits, wagtails, redstarts...), insects (bees, ladybugs...). To do this, it would be necessary to inventory the species, observe whether their numbers are increasing or decreasing in the coming years. It would also be good to plan for small dwellings in public gardens and private homes for our animal friends.

Implementation details - Technical opinion:
The community proposes to experiment with this idea by equipping 2 gardens in the neighborhood with birdhouses: Parc Job and Jardin du Soleil d'or are suggested (16 birdhouses in total). Supply and installation of birdhouses: 180 euros including tax per birdhouse, making it 2,880 euros for the 16 birdhouses + approximately 2,400 euros for maintenance per year. In total for the first year = 5,300 euros."
160;2022;Pedestrian crossing lighting;"Along the railway, there is a pedestrian crossing from the Saint Martin du Touch station to a business park with large companies like ATOS, ECA AEROSPACE... It is heavily used at the start and end of the office hours but is unnecessarily lit all night without any foot traffic. This creates visual pollution especially since the light poles are very tall and made of wood. I propose shorter light poles for a pedestrian crossing with LED lights and motion detection to operate at 10% light during standby at night and 100% upon activation. This would save energy and reduce visual pollution. Implementation details - Technical opinion: The technical solution of human shape detection meets all the challenges specific to public lighting: protection of the starry sky, fauna, and flora by providing almost ""zero"" lighting if the space is not in use, yet ensuring safe and reassuring light for potential users at night. This site could benefit from this innovative solution. The deployment goal for the city of Toulouse is to have 30% of the park, or 20,000 devices, by 2030."
171;2022;Bike rack installation in Lardenne;The municipality promotes the use of bicycles in the city, and I support this initiative. Thus, the creation of a bicycle path that connects the Lardenne and Pradette neighborhoods to the Ramée lake is an excellent initiative. It is also important to facilitate the daily use of bicycles, for example, for shopping or sports. Therefore, I propose the installation of bicycle racks near Sauvegrain Square, close to the toilets or on the other side of the street near shops, on Mazagaie road near the public school, in front of the Emilie de Rodat school at the level of the Petit Capitole leisure center... Implementation details - Technical opinion: Bicycle racks are already installed at Sauvegrain Square, and it will be possible to supplement these facilities to meet the demand. A further study, taking into account the configuration of the sites, will identify the possibilities for installing bicycle racks at Sauvegrain Square, on Mazaygues Street, and in front of the Emilie de Rodat school.
120;2022;Games of Ooo in the city;"Urban air conditioning based on the Egyptian principle, an ancient method: terracotta and cool water create a cooling effect. A large terracotta sculpture, a small solar pump, little water (which circulates continuously), the water moistens the earth and creates a ""cool"" effect. Location: Saccarin Park. Feasibility study: forthcoming. Implementation details - technical opinion: The community does not have a public procurement contract for the installation of so-called ""Egyptian climate"" devices, so this idea will not meet the two-year deadline for its realization, and thus this part of the idea is not subject to vote. However, for the part of the proposal that involves installing water play features for children, it is possible to install a misting type device. It should be noted, however, that this park is shaded, and sun-exposed sites are more relevant for this type of installation."
112;2022;Brunaud Alley roundabout, Roseraie district;Rethink the exit layout of the roundabout from allée Brunaud towards roseraie as the curb is often damaged due to very dangerous traffic when overtaking because there is a double lane, and when exiting the right lane, one encroaches on the left lane: practice is better than theory for the layout of roundabouts MAXImplementation details - Technical opinion: This idea is feasible.
85;2022;Build and install a communal bread oven in the 7 Deniers neighborhood.;In order to recreate social bonds around bread-making (which has regained a lot of momentum with successive lockdowns), it is proposed to build and install a communal bread oven in the 7 Deniers neighborhood. Implementation modalities - Technical opinion: The construction of a bread oven can be considered, albeit with some reservations and prerequisites. The management of this equipment must be under the responsibility of an individual (physical or legal) to avoid certain nuisances related to potential incivilities. It is not feasible to leave this oven as a self-service facility if it is wood-fired. However, the installation of an electric oven could be considered. It would then be necessary to house this equipment in a closed building (about 8/10m2) to secure it during periods of inactivity. A potential site has been identified: on the public space near the André Chaubet passage.
103;2022;Greening/ redevelopment of Bartoli Square;"Bartoli Square (located next to Lpaujade path) is part of the Lapujade OAP and was intended to be a green space. Surrounded by social housing, the only ""green"" space in this area is this square. However, this square, being exclusively mineral with southern exposure, is absolutely impractical for residents and constitutes a real source of additional heat in the summer for the surrounding housing. Indeed, this square is encircled by an unnecessary road (services and residents have a nearby parking area to turn around), the square itself is covered with asphalt, a bench is located in the center, and only two very young trees make up the only vegetation on the site. To create a cool oasis in this highly urbanized area, and so that this public space can finally be used by the residents, it is essential to remove the road that encircles it, remove the square's pavement, and plant an abundance of evergreen and deciduous plants to combat the heat in the summer and pollution in the summer and winter. A fountain could also be installed to cool the area. Thanks to the shade created by the new plants, additional benches would be welcome as well as playgrounds for children. This plot contained a great biodiversity before being massively urbanized, so plants are essential to once again offer a refuge for biodiversity in this area. Not to mention, a quality public space that residents can finally use.

Implementation modalities - Technical opinion: Subject to the existence of networks constraining the project, it is perfectly feasible to improve the greening of this space. The circular asphalt road must be preserved as it ensures the turnaround of garbage trucks. Consequently, the furniture such as bollards must also be preserved to ensure the respect of the lawn and plantings (by preventing wild parking). The creation of a playground is possible, however, the average surface area of a playground being a small hundred square meters, it would occupy about 1/3 of the available space. In this configuration, a playground could be an opportunity for nighttime gatherings and generate too much noise nuisance for the residents; we advise against a playground in this space surrounded by housing. Consequently, if this idea is adopted by vote, the central space will be greened (without removal of the adjacent roadway and without a playground)."
59;2022;Games for Adults (development of a playground with equipment not solely dedicated to children);Most parks are fun for children, the adults watch, the adults push, the adults chat... It's impossible to use the swings, impossible to use the slide, and why not let children over 12 years old and adults swing, use slides? They don't always want to play sports or rest on a lounge chair. Why not develop this park near the new Papus center. Implementation details - Technical opinion: Creation of recreational facilities for older individuals in the Papus playground area.
190;2022;Public electric charging stations;"Install an electric vehicle charging station in Saint-Simon. The neighborhood is developing, with more and more residences not all equipped with charging stations, especially the older ones. The development of electric cars and the ZFE zone can hardly proceed without communal facilities that serve everyone and can drive the energy transition. There are also street lamps incorporating charging stations, with experiments underway in France, so why not in Toulouse and particularly in Saint-Simon?

Implementation details - Technical opinion:
The rise of new electric vehicles and the enthusiasm of users for electric mobility require Toulouse Métropole to continue its strategy of deploying charging infrastructure in a logic of coherence and territorial equity. In the fall of 2022, more than 360 charging points/parking spaces dedicated to vehicle charging (180 charging stations) will be deployed, with nearly a third for rapid or ultra-rapid charging. All details are available on toulouse-metropole.fr

A charging station consisting of 1 standard charging station can be deployed by Toulouse Métropole as part of its Révéo charging network in the Saint-Simon neighborhood on public space, at a location to be determined."
123;2022;Street Workout Area - Pierre Larousse Garden;To promote sports practice and physical fitness among residents, it would be interesting to install a street workout area (pull-up bars, horizontal ladders, parallel bars, wall bars, push-up bars, etc.) in the Pierre Larousse garden. Implementation details - Technical opinion: It is possible to install a street workout area in the Pierre Larousse garden.
194;2022;Install Lafourguette signage panels;"The Lafourguette district is little known to the people of Toulouse and is often confused with La Faourette, even though it is a very ancient village district of Toulouse. Although the residents of Lafourguette have been requesting it since 1980, our district does not appear on any directional signs in southern Toulouse, except at the Eisenhower intersection. We therefore propose that this anomaly be corrected to:
- Facilitate access to our district, at all entry points: Route d'Espagne, A64 interchanges, ring road, September 21 roundabout, etc.
- Allow Toulousains to identify our district

Implementation details - Technical opinion: A survey of the signage mentioning ""La Fourguette"" showed that it was indicated on 7 signs. All signage installed within a community is subject to a master plan previously studied and validated by state services. Its objective is to direct users from point A to point B via the best calibrated access roads and whose size is in accordance with the flow of motorists and the importance of the indicated hub. Each hub mentioned on the signs is classified according to its attractiveness, which is represented using appropriate indicators. For districts: their population (in the sense of INSEE), the number of secondary jobs, and the number of tertiary jobs, associated with their distance from the infrastructure. If the La Fourguette district is not mentioned on the ring road or other major access roads into the city of Toulouse, it is because this hub does not meet the criteria imposed by the regulations.

Given these elements, a ""La Fourguette"" sign can be added at the September 21 roundabout between Route d'Espagne and Route de Seysses."
185;2022;A city stadium for children under 11 years old;"This idea was submitted via a paper form by Nejma for the Reynerie neighborhood - Rue Jean Gilles. The older kids in the neighborhood use the current city-stade, and the younger ones don't have the opportunity to use the existing one because many teenagers occupy the city-stade. A second city-stade would not be too much. + install a protective net -> importance +++Implementation details - Technical opinion: A ball-stop net will be installed between the City-stade and the playground. This type of request for 4-11 year olds is recurring; it is difficult for them to find space on the city stades when they are occupied by the older ones. A solution of a mini-city (Brazilian goals) or another sports equipment could be installed in response to this idea."
179;2022;Increase the Installation of the Algal Tree in Toulouse;This air purifier is a beneficial device for the air quality in Toulouse. Its installations must be increased, especially in strategic areas of high air pollution such as Matabiau station or the Basso Cambo metro station. Implementation modalities - Technical opinion: The algal tree is an air purifier made of microalgae, with an absorption capacity equivalent to 50 trees. The experiment conducted by Toulouse Métropole in 2020 has demonstrated that the device works and is effective against micropollutants. To have an impact on CO2, it is necessary to target particularly exposed areas (urban environments generating high concentration, slow dispersion). An opportunity analysis of the site must complement the deployment of this solution in the district.
122;2022;Friendliness area green space Rue de l'Isère / Rue de l'Invention;Creation of a conviviality area in the green space located at the bottom of rue de l'Isère: tables, benches, picnic facilities, some children's games, ping-pong table. Implementation details - Technical opinion: After analysis by the competent services, this idea is feasible provided that the local residents give a favorable opinion. It is possible to install urban furniture such as picnic tables and benches. The proposal to install a playground cannot be accepted due to the immediate proximity of two recently renovated playgrounds (square Rougenet in 2020 and Grande Plaine which will be completed at the end of 2022). Finally, the services warn about the risk of nuisances caused by the installation of this type of urban furniture near homes.
184;2022;Petit Bois Tavern;"The small wood, which was once a vibrant place of life, has lost its former glory and luster. As a passage between two school sectors and amidst residential areas, it seems pertinent to me to revive the place with a municipal guinguette to foster connections among residents. An effective guinguette from 3:30 PM to 7:00 PM would avoid noise pollution and nighttime disturbances, and provide a place where children can enjoy snacks together with friends. A weekly musical event would also promote cultural access for all.

Implementation details - Technical opinion:
The Bellefontaine small wood cannot host a permanent guinguette (creation of a building) due to the preservation of the site and its closure after 9 PM. However, in response to this idea, a solution involving a temporary guinguette (mobile beverage stands movable by bicycle) or a food truck could be proposed on the Maurois wasteland, on key days of the week. The Maurois wasteland will allow for temporary arrangements until 2025. Furthermore, the Toulouse City Hall's beverage regulation specifies the prohibition of alcoholic beverage sales within 50 meters of an educational establishment (Camille Claudel Kindergarten)."
46;2022;Basketball hoops for kids;Idea submitted via a paper form by Véra: In Maurice Bécanne Park, add basketball hoops for little children, as they want to emulate the adults but cannot. There is plenty of space, even for mini soccer goals. Implementation details - Technical opinion: Installation of a “basketball tree” to encourage this activity for the younger ones in Maurice Bécanne Garden.
168;2022;Speed bumps on Chemin du Touch;"I propose the development of Chemin du Touch with speed bumps and a bike lane. Indeed, it is a very busy road, and long enough that some vehicles travel on it well beyond 50 km/h. It is also used by cyclists who do not have a bike lane. I use it, as do my children, every day and the speed of the vehicles is particularly high and dangerous for cyclists and pedestrians. Speed bumps and a bike lane would help make this road safer.

Implementation details - Technical opinion:
It is possible to plan the installation of a speed bump on this road. Prior to this, the responsible services will schedule road counts to confirm excessive speeds. However, the creation of a bike lane on this road cannot be considered within the framework of this call for ideas as it exceeds 200,000 euros. Moreover, several cycling projects are planned in the neighborhood: an alternative bike route via the greenway of the arc en ciel and the future express bike network of avenue Lardenne."
55;2022;The convivial and sportive Gironde (development of the Couserans park);Couserans Park, known to locals as la Gironde, is a central hub of life in the neighborhood. However, it lacks facilities that facilitate gatherings and events. Consequently, residents are calling for amenities that enhance community life such as barbecues, picnic tables, and game tables (checkers and chess). Such installations would provide opportunities for creating unifying and friendly moments. In pursuit of this goal, users of the Vestrepain gym - a true center of social connection and well-being - would like it to be renovated and re-equipped to facilitate workshops centered around sports activities. Implementation details - Technical opinion: Development of la Gironde Park through the installation of a ping-pong table, a barbecue, and a chess table. Regarding the Vestrepain gym, it is a private facility, not a municipal one, so this part of the proposal has been set aside.
181;2022;Development of the access road to Victor Hugo Nursery School;"Location: the passage between Rue Georges Rouault and Impasse François Foulquier. This path becomes impassable whenever it rains, which complicates access to the Victor Hugo nursery school, early childhood spaces, and further on, the Victor Hugo elementary school for children and parents. Often flooded, water stagnates in this area until it evaporates.

Implementation details - Technical opinion:
It is possible to redo the existing path, with a preliminary topographical survey to address the altimetry issues causing puddles. The project involves installing a durable surfacing, either asphalt or concrete."
